filename,y_true,y_pred,prob_pred
adapter_plate_triangular000013.jpg,0,9,0.8359261
adapter_plate_triangular000413.jpg,0,8,0.51581967
adapter_plate_triangular000602.jpg,0,2,0.5285614
adapter_plate_triangular001013.jpg,0,2,0.58577955
adapter_plate_triangular001811.jpg,0,8,0.6028236
adapter_plate_triangular001813.jpg,0,8,0.64093655
adapter_plate_triangular002006.jpg,0,9,0.72906786
adapter_plate_triangular002209.jpg,0,8,0.536653
adapter_plate_triangular002211.jpg,0,2,0.353793
adapter_plate_triangular002402.jpg,0,8,0.86006874
adapter_plate_triangular002807.jpg,0,7,0.894702
adapter_plate_triangular002816.jpg,0,8,0.50598747
adapter_plate_triangular003206.jpg,0,2,0.50619096
adapter_plate_triangular003208.jpg,0,2,0.881988
adapter_plate_triangular003210.jpg,0,2,0.5344234
adapter_plate_triangular003803.jpg,0,7,0.6161069
adapter_plate_triangular004000.jpg,0,8,0.68252665
adapter_plate_triangular004200.jpg,0,2,0.55233335
adapter_plate_triangular004406.jpg,0,2,0.5622008
adapter_plate_triangular005018.jpg,0,9,0.5002836
adapter_plate_triangular005814.jpg,0,2,0.7108403
adapter_plate_triangular006214.jpg,0,2,0.54036826
adapter_plate_triangular006411.jpg,0,8,0.82201564
adapter_plate_triangular006617.jpg,0,5,0.8036484
adapter_plate_triangular006810.jpg,0,9,0.448486
adapter_plate_triangular006814.jpg,0,9,0.8592529
adapter_plate_triangular007011.jpg,0,5,0.6334364
adapter_plate_triangular007219.jpg,0,8,0.96168387
adapter_plate_triangular007402.jpg,0,2,0.52717346
adapter_plate_triangular007408.jpg,0,2,0.65953416
adapter_plate_triangular007608.jpg,0,7,0.47727194
adapter_plate_triangular007809.jpg,0,8,0.58163494
adapter_plate_triangular007816.jpg,0,2,0.80137205
adapter_plate_triangular008204.jpg,0,9,0.6240767
adapter_plate_triangular008210.jpg,0,2,0.5732201
adapter_plate_triangular008213.jpg,0,6,0.5908522
adapter_plate_triangular008408.jpg,0,7,0.4192516
adapter_plate_triangular009407.jpg,0,8,0.46228316
adapter_plate_triangular009419.jpg,0,2,0.71961313
adapter_plate_triangular009604.jpg,0,2,0.52174246
adapter_plate_triangular009615.jpg,0,2,0.8188952
adapter_plate_triangular009804.jpg,0,9,0.5029335
adapter_plate_triangular010007.jpg,0,2,0.83909726
adapter_plate_triangular010200.jpg,0,8,0.4724694
adapter_plate_triangular010212.jpg,0,7,0.7273145
adapter_plate_triangular010409.jpg,0,9,0.7136729
adapter_plate_triangular010413.jpg,0,8,0.5236884
adapter_plate_triangular010819.jpg,0,7,0.88046545
adapter_plate_triangular011002.jpg,0,8,0.6510607
adapter_plate_triangular011205.jpg,0,2,0.65524906
adapter_plate_triangular011212.jpg,0,9,0.55439293
adapter_plate_triangular011216.jpg,0,8,0.3943092
adapter_plate_triangular011218.jpg,0,2,0.4510741
adapter_plate_triangular011409.jpg,0,2,0.5065932
adapter_plate_triangular011413.jpg,0,2,0.90545964
adapter_plate_triangular011414.jpg,0,2,0.9157876
adapter_plate_triangular011801.jpg,0,2,0.57386786
adapter_plate_triangular012012.jpg,0,7,0.52756155
adapter_plate_triangular012611.jpg,0,1,0.80807406
adapter_plate_triangular013016.jpg,0,2,0.45199242
adapter_plate_triangular013204.jpg,0,7,0.62976635
adapter_plate_triangular013206.jpg,0,6,0.64584875
adapter_plate_triangular014003.jpg,0,8,0.5477348
adapter_plate_triangular014605.jpg,0,1,0.99440527
adapter_plate_triangular014618.jpg,0,2,0.7958637
adapter_plate_triangular014815.jpg,0,9,0.97545797
adapter_plate_triangular014819.jpg,0,9,0.7190884
adapter_plate_triangular015003.jpg,0,2,0.5330477
adapter_plate_triangular015408.jpg,0,2,0.58075094
adapter_plate_triangular015412.jpg,0,2,0.6158234
adapter_plate_triangular015415.jpg,0,2,0.6499964
adapter_plate_triangular016000.jpg,0,1,0.47113153
adapter_plate_triangular016417.jpg,0,2,0.79436296
adapter_plate_triangular017200.jpg,0,2,0.598746
adapter_plate_triangular017802.jpg,0,7,0.5791714
adapter_plate_triangular017810.jpg,0,9,0.9595948
adapter_plate_triangular018006.jpg,0,8,0.6071549
adapter_plate_triangular018816.jpg,0,8,0.384822
adapter_plate_triangular019011.jpg,0,8,0.92645293
adapter_plate_triangular019205.jpg,0,8,0.68058
adapter_plate_triangular019207.jpg,0,2,0.45664495
bracket_big001028.jpg,1,2,0.7115427
bracket_big008028.jpg,1,8,0.5932127
bracket_big009639.jpg,1,8,0.46298856
bracket_big011022.jpg,1,2,0.53751963
bracket_big015037.jpg,1,2,0.9140173
clamp_small000450.jpg,2,7,0.56825554
clamp_small000653.jpg,2,1,0.74689037
clamp_small000840.jpg,2,9,0.67753595
clamp_small001248.jpg,2,0,0.47354692
clamp_small002244.jpg,2,8,0.7648648
clamp_small002452.jpg,2,9,0.4769284
clamp_small002850.jpg,2,1,0.7626008
clamp_small003046.jpg,2,5,0.44552097
clamp_small003248.jpg,2,0,0.79785216
